שם יישוב,סמל יישוב,תעתיק,מחוז,נפה,אזור טבעי,מעמד מונציפאלי,שיוך מטרופוליני,דת יישוב,סך הכל אוכלוסייה 2019,יהודים ואחרים,מזה: יהודים,ערבים,שנת ייסוד,צורת יישוב שוטפת,השתייכות ארגונית,קואורדינטות,גובה ממוצע,ועדת תכנון,מרחב משטרה,שנה,שם יישוב באנגלית,אשכול רשויות מקומיות
מוקייבלה,635,MUQEIBLE,2,23,234,8,,2,4081,3,3,4078,,290,,2281371331,87,204,10004394,2019,Muqeible,213
מורן,1163,MORAN,2,24,242,56,,1,452,448,439,4,1977,330,15,2371675853,327,205,10004465,2019,Moran ,210
מורשת,1178,MORESHET,2,24,241,56,241,1,1489,1489,1489,,1981,370,11,2221174791,308,205,10004513,2019,Moreshet,210
מזור,606,MAZOR,4,42,422,25,142,1,1331,1331,1323,,1949,310,1,1931066207,54,424,10002116,2019,Mazor,
מזכרת בתיה,28,MAZKERET BATYA,4,44,441,99,143,1,14837,14825,14606,12,1883,170,,1852963987,62,453,10002241,2019,Mazkeret Batya,
"מזרח השרון מ""א 16",1879,,4,41,412,16,,,,,,,,530,,2001069530,,,,2019,,
"מזרח השרון מ""א 18",1880,,4,41,412,18,,,,,,,,530,,2002068950,,,,2019,,
מזרע,104,MIZRA,2,23,234,9,,1,756,756,735,,1923,330,15,2271472850,99,254,10004394,2019,Mizra,213
מזרעה,517,MAZRA'A,2,24,245,99,241,2,3928,11,8,3917,,290,,2095476542,15,201,10004302,2019,Mazra'a,212
מחולה,3599,MEHOLA,7,75,,75,,1,609,609,608,,1968,310,2,2486669692,-176,712,10003299,2019,Mehola,710
מחנה הילה*,1411,MAHANE HILLA,4,44,442,27,143,,,,,,,510,,1710064600,,499,15002488,2019,Mahane Hilla,
מחנה טלי*,1418,MAHANE TALI,6,62,626,48,,,,,,,,510,,1680051800,,699,10001918,2019,Mahane Tali,610
מחנה יהודית*,1413,MAHANE YEHUDIT,2,23,234,9,,,,,,,,510,,2170073000,,299,10004411,2019,Mahane Yehudit,213
מחנה יוכבד*,1416,MAHANE YOKHEVED,6,62,627,53,,,,,,,,510,,1930042700,,699,10001955,2019,Mahane Yokheved,
מחנה יפה*,1415,MAHANE YAFA,6,62,622,42,,,,,,,,510,,1690057000,,699,10001900,2019,Mahane Yafa,620
מחנה יתיר,1196,MAHANE YATTIR,6,62,623,,,1,267,267,267,,1979,350,,2057258396,653,699,10001937,2019,Mahane Yattir,
מחנה מרים*,1414,MAHANE MIRYAM,6,61,611,33,,,,,,,,510,,1740062900,,699,10001821,2019,Mahane Miryam,420
מחנה תל נוף*,1412,MAHANE TEL NOF,4,44,441,28,143,,,,,,,510,,1830063800,,499,15002488,2019,Mahane Tel Nof,420
מחניים,308,MAHANAYIM,2,21,213,1,,1,818,818,808,,1939,330,15,2536376606,263,253,10004540,2019,Mahanayim ,211
מחסיה,776,MAHSEYA,1,11,112,26,444,1,477,477,476,,1950,310,2,2007762837,252,151,15000597,2019,Mahseya,
מטולה,43,METULA,2,21,211,99,,1,1615,1551,1480,64,1896,350,,2541779817,445,259,10004591,2019,Metula,211
מטע,822,MATTA,1,11,111,26,444,1,896,895,874,1,1950,310,1,2059662505,603,151,15000597,2019,Matta,
מי עמי,1128,ME AMMI,3,32,323,14,,1,365,365,360,,1963,320,6,2141671229,465,351,10004249,2019,Me Ammi,
מיטב,2054,METAV,2,23,234,8,,1,471,471,458,,1954,310,1,2285071685,72,204,10004394,2019,Metav,213
מייסר,649,MEISER,3,32,323,14,,2,2017,12,7,2005,,290,,2041670564,57,351,15002436,2019,Meiser,
מיצר,4019,MEZAR,2,29,294,71,,1,299,299,294,,1981,310,15,2692674150,360,219,10004579,2019,Mezar,211
מירב,1282,MERAV,2,23,231,7,,1,723,723,723,,1987,330,3,2399170654,395,202,10004568,2019,Merav,214
מירון,607,MERON,2,21,212,2,,1,985,985,984,,1949,310,2,2414776580,703,209,10004528,2019,Meron,211
מישר,731,MESHAR,4,44,441,32,143,1,796,796,778,,1950,310,10,1768063635,51,456,15002488,2019,Meshar,
מיתר,1268,METAR,6,62,623,99,342,1,9419,9282,9110,137,1984,180,,1940958165,457,615,10001937,2019,Metar,
מכורה,3614,MEKHORA,7,75,,75,,1,166,166,154,,1973,310,10,2401067463,220,712,10003299,2019,Mekhora,710
מכחול,1343,MAKCHUL,6,62,623,69,,2,839,,,839,,450,,2063657760,523,624,10001937,2019,Makchul,610
מכמורת,382,MIKHMORET,4,41,411,16,141,1,1404,1404,1366,,1945,310,1,1883170142,12,409,15000060,2019,Mikhmoret,
מכמנים,1202,MIKHMANNIM,2,24,242,56,,1,557,536,498,21,1980,370,7,2308775687,488,205,10004465,2019,Mikhmannim,210
מלאה,164,MELE'A,2,23,234,8,,1,382,382,378,,1956,310,1,2225471884,66,204,10004394,2019,Mele'a,213
מלילות,2044,MELILOT,6,62,621,39,,1,360,360,356,,1953,310,2,1615158878,112,651,10001930,2019,Melilot,620
מלכייה,596,MALKIYYA,2,21,212,1,,1,462,462,409,,1949,330,15,2480477842,653,253,10004528,2019,Malkiyya,211
מלכישוע,1154,MALKISHUA,2,23,231,7,,1,214,197,156,17,1976,340,,2390970497,509,202,10004568,2019,Malkishua,214
מנוחה,2030,MENUHA,6,61,611,50,,1,618,618,615,,1953,310,1,1788561845,102,634,10001813,2019,Menuha,
מנוף,1174,MANOF,2,24,241,56,241,1,862,862,861,,1980,310,10,2224675094,385,205,10004513,2019,Manof,210
מנות,1205,MANOT,2,24,243,52,,1,459,459,455,,1980,310,1,2185377150,247,255,10004302,2019,Manot,212
מנחמיה,48,MENAHEMYA,2,23,231,7,,1,1033,1030,997,3,1902,350,,2523473023,-154,202,10004568,2019,Menahemya,214
מנרה,347,MENARA,2,21,212,1,,1,248,248,219,,1943,330,15,2511778903,846,253,10004591,2019,Menara,211
מנשית זבדה,994,MANSHIYYET ZABDA,2,25,237,9,,2,1389,,,1389,,450,,2184473467,104,254,10004411,2019,Manshiyyet Zabda,213
מסד,1258,MASSAD,2,22,222,3,,1,347,346,338,1,1983,370,13,2399274992,263,206,10004552,2019,Massad,214
מסדה,263,MASSADA,2,22,221,6,,1,360,353,340,7,1937,330,15,2563973220,-191,214,10004552,2019,Massada,214
מסילות,298,MESILLOT,2,23,231,7,,1,432,432,418,,1938,330,15,2448071130,-112,202,10004568,2019,Mesillot ,214
מסילת ציון,742,MESILLAT ZIYYON,1,11,112,26,444,1,1216,1211,1189,5,1950,310,1,2011463440,303,151,15000597,2019,Mesillat Ziyyon,
מסלול,748,MASLUL,6,62,622,42,344,1,858,858,854,,1950,310,1,1609258156,110,651,10001893,2019,Maslul,620
מסעדה,4203,MAS'ADE,2,29,292,99,,2,3714,,,3714,,290,,2709879298,1034,256,10004579,2019,Mas'ade,211
מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,62,623,,,3,,,,,,460,,1823056730,,699,15003711,2019,Mas'udin al 'Azazma,
מעברות,197,MA'BAROT,4,41,411,16,141,1,986,986,965,,1933,330,15,1912669668,14,409,15000060,2019,Ma'barot,
מעגלים,1082,MA'GALIM,6,62,621,39,,1,2061,2061,2061,,1958,190,,1618358958,127,651,10001930,2019,Ma'galim ,620
מעגן,678,MA'AGAN,2,22,221,6,,1,381,381,367,,1949,330,15,2565773474,-199,214,10004552,2019,Ma'agan,214
מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,32,321,15,,1,2039,2039,1945,,1949,193,15,1923371800,10,303,10004333,2019,Ma'agan Mikha'el,
מעוז חיים,272,MA'OZ HAYYIM,2,23,231,7,,1,470,469,461,1,1937,330,15,2519671104,-245,202,10004568,2019,Ma'oz Hayyim ,214
מעון,3657,MA'ON,7,77,,78,,1,595,595,595,,1981,320,11,2155959130,773,715,15003512,2019,Ma'on,
מעונה,570,ME'ONA,2,24,243,52,,1,963,959,943,4,1949,310,1,2247676902,470,255,10004484,2019,Me'ona,212
מעיין ברוך,416,MA'YAN BARUKH,2,21,211,1,,1,767,767,759,,1947,330,15,2569979388,202,253,10004591,2019,Ma'yan Barukh,211
מעיין צבי,290,MA'YAN ZEVI,3,32,322,15,,1,749,749,743,,1938,330,15,1946871935,94,303,10004333,2019,Ma'yan Zevi,
מעיליא,518,MI'ELYA,2,24,243,99,,2,3245,84,74,3161,,290,,2244077019,503,258,10004484,2019,Mi'elya,212
מעלה אדומים,3616,MA'ALE ADUMMIM,7,76,,0,445,1,38154,38092,36778,62,1975,160,,2291263194,330,706,10003314,2019,Ma'ale Adummim ,
מעלה אפרים,3608,MA'ALE EFRAYIM,7,75,,99,,1,1261,1258,1129,3,1970,350,,2383066423,179,707,10003299,2019,Ma'ale Efrayim,
מעלה גלבוע,1127,MA'ALE GILBOA,2,23,231,7,,1,840,840,840,,1962,330,3,2396070922,439,202,10004568,2019,Ma'ale Gilboa,214
מעלה גמלא,4008,MA'ALE GAMLA,2,29,293,71,,1,557,557,540,,1976,310,1,2643475504,109,219,10004579,2019,Ma'ale Gamla,211
מעלה החמישה,286,MA'ALE HAHAMISHA,1,11,111,26,444,1,794,792,782,2,1938,330,15,2105663611,786,151,10002475,2019,Ma'ale HaHamisha,
מעלה לבונה,3752,MA'ALE LEVONA,7,74,,73,,1,906,906,904,,1983,370,11,2228166239,736,711,10003299,2019,Ma'ale Levona,710
מעלה מכמש,3651,MA'ALE MIKHMAS,7,74,,73,445,1,1529,1529,1527,,1981,370,11,2290864285,587,711,10003299,2019,Ma'ale Mikhmas,710
מעלה עירון,1327,MA'ALE IRON,3,32,323,99,,2,15065,6,3,15059,,270,,2148871748,249,354,10004249,2019,Ma'ale Iron ,
מעלה עמוס,3653,MA'ALE AMOS,7,76,,76,,1,663,663,662,,1981,370,9,2218661154,746,714,15000586,2019,Ma'ale Amos,
מעלה שומרון,3637,MA'ALE SHOMERON,7,73,,72,145,1,995,995,971,,1980,370,9,2067967480,311,710,15004488,2019,Ma'ale Shomeron,
מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,24,243,0,,4,21836,17089,14312,4747,1957,160,,2262976883,517,223,10004484,2019,Ma'alot-Tarshiha,212
מענית,344,MA'ANIT,3,32,324,14,,1,812,812,777,,1942,330,15,2028770696,65,351,15002436,2019,Ma'anit,
"מערב השרון מ""א 16",1876,,4,41,411,16,,,,,,,,530,,1934069710,,,,2019,,
"מערב השרון מ""א 18",1877,,4,41,411,18,,,,,,,,530,,1936068670,,,,2019,,
"מערב השרון מ""א 19",1878,,4,41,411,19,,,,,,,,530,,1860068190,,,,2019,,
מעש,230,MA'AS,4,42,422,20,132,1,863,863,849,,1935,310,1,1897366353,52,417,10002116,2019,Ma'as,
מפלסים,668,MEFALLESIM,6,61,614,37,,1,1023,1022,996,1,1949,330,15,1583660128,94,651,10001829,2019,Mefallesim,620
"מפעלי אבשלו""ם",1767, ,6,62,621,41,341,,,,,,,520,,1772359440,238,625,10001946,2019,,620
מפעלי ברקן,1791, ,7,73,,72,,,,,,,,520,,2112666768,440,710,15004488,2019,,
מפעלי גליל עליון,1706, ,2,21,211,1,,,,,,,,520,,2537378871,79,253,10004591,2019,,211
מפעלי גרנות,1739, ,3,32,324,14,,,,,,,,520,,1959370567,19,351,10004261,2019,,
מפעלי העמק (יזרעאל),1717, ,2,23,234,9,,,,,,,,520,,2223873000,120,254,10004411,2019,,213
מפעלי חבל מודיעים,1729, ,4,43,432,25,142,,,,,,,520,,1963565732,119,424,10002168,2019,,
מפעלי חפר,1745, ,4,41,411,16,141,,,,,,,520,,1903970090,19,409,15000060,2019,,
מפעלי ים המלח(סדום),1775, ,6,62,624,51,,,,,,,,520,,2351754883,-380,656,10001911,2019,,
מפעלי כנות,1753, ,6,61,611,33,143,,,,,,,520,,1773163439,67,616,10001821,2019,,420
מפעלי מישור רותם,1773, ,6,62,626,51,,,,,,,,520,,2180755140,390,656,10001918,2019,,
מפעלי מעון,1769, ,6,62,622,38,,,,,,,,520,,1457457821,117,651,10001893,2019,,620
מפעלי נחם הרטוב,1701, ,1,11,112,26,444,,,,,,,520,,1986563029,238,151,15000597,2019,,
מפעלי צומת מלאכי,1761, ,6,61,611,33,143,,,,,,,520,,1764162579,67,616,10001821,2019,,420
מפעלי צין - ערבה,1776, ,6,62,626,54,,,,,,,,520,,2085152820,92,657,10001918,2019,,610
מפעלי צמח,1711, ,2,22,221,6,,,,,,,,520,,2553773438,-199,214,10004552,2019,,214
מפעלי שאן,1719, ,2,23,231,7,,,,,,,,520,,2489571143,-202,202,10004568,2019,,214
מצדות יהודה,3745,MEZADOT YEHUDA,7,77,,78,,1,550,550,549,,1983,320,11,2107158587,873,715,15003512,2019,Mezadot Yehuda,
מצובה,325,MAZZUVA,2,24,244,4,,1,1165,1165,1143,,1940,330,15,2150077418,92,201,10004302,2019,Mazzuva,212
מצליח,757,MAZLIAH,4,43,432,30,143,1,1363,1363,1344,,1950,310,1,1881164598,82,426,10002228,2019,Mazliah,
מצפה,58,MIZPA,2,22,222,3,,1,141,141,138,,1908,350,,2480474397,84,206,10004552,2019,Mizpa,214
"מצפה אבי""ב",1222,MIZPE AVIV,2,24,241,56,241,1,1070,1070,1062,,1981,370,10,2190774911,122,205,15002411,2019,Mizpe Aviv,210
מצפה אילן,1370,MITSPE ILAN,3,32,323,14,,1,626,626,626,,2009,370,10,2067270748,129,351,10004233,2019,Mitspe Ilan,
מצפה יריחו,3576,MIZPE YERIHO,7,75,,73,445,1,2560,2560,2556,,1978,190,11,2374563592,157,711,10003314,2019,Mizpe Yeriho,710
מצפה נטופה,1190,MIZPE NETOFA,2,23,237,3,,1,1029,1029,1029,,1979,370,11,2364174533,396,206,10004552,2019,Mizpe Netofa,214
מצפה רמון,99,MIZPE RAMON,6,62,626,99,,1,5212,5015,4589,197,1954,180,,1808250376,712,613,10001918,2019,Mizpe Ramon,610
מצפה שלם,3610,MIZPE SHALEM,7,75,,74,,1,207,207,200,,1971,330,15,2380960839,-300,713,10003314,2019,Mizpe Shalem,710
מצר,648,MEZER,3,32,324,14,,1,384,384,357,,1953,330,15,2046970512,75,351,15002436,2019,Mezer,
מקווה ישראל,22,MIQWE YISRA'EL,5,53,513,,123,1,388,385,358,3,1870,340,,1794865963,27,599,10001430,2019,Miqwe Yisra'el,
מרגליות,843,MARGALIYYOT,2,21,212,55,,1,411,410,407,1,1951,310,1,2511979109,691,253,10004591,2019,Margaliyyot,211
מרום גולן,4101,MEROM GOLAN,2,29,292,71,,1,743,743,722,,1967,330,15,2727778212,976,219,10004579,2019,Merom Golan ,211
מרחב עם,1340,MERHAV AM,6,62,626,48,,1,501,501,501,,2002,370,,1834853303,511,620,10001918,2019,Merhav Am,610
מרחביה (מושב),97,MERHAVYA(MOSHAV),2,23,234,9,,1,661,661,654,,1922,310,1,2299872327,76,254,10004394,2019,Merhavya(Moshav),213
מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,23,234,9,,1,1248,1248,1091,,1911,330,15,2291072355,70,254,10004394,2019,Merhavya(Qibbuz),213
מרכז אזורי כדורי,1713, ,2,22,222,3,,,,,,,,520,,2382773464,141,206,10004552,2019,,214
מרכז אזורי מרום הגליל,1708, ,2,21,212,2,,,,,,,,520,,2415376686,697,209,10004528,2019,,211
מרכז אזורי משגב,1723, ,2,24,241,56,241,,,,,,,520,,2245675151,305,205,10004513,2019,,210
מרכז אזורי שוהם,1747, ,4,43,432,25,142,,,,,,,520,,1945865531,81,424,10002168,2019,,
"מרכז כ""ח",1705, ,2,21,211,55,,,,,,,,520,,2535878063,90,253,10004591,2019,,211
"מרכז מיר""ב*",1715, ,3,32,322,15,243,,,,,,,520,,1969272795,43,303,10004333,2019,,
מרכז שפירא,1098,MERKAZ SHAPPIRA,6,61,611,34,,1,2230,2230,2227,,1948,190,,1722562273,50,631,10001821,2019,Merkaz Shappira,
משאבי שדה,421,MASH'ABBE SADE,6,62,626,48,,1,481,481,426,,1949,330,15,1795154587,349,620,10001918,2019,Mash'abbe Sade,610
משגב דב,765,MISGAV DOV,4,44,441,32,143,1,721,719,718,2,1950,310,9,1754163645,58,456,15002488,2019,Misgav Dov,
משגב עם,378,MISGAV AM,2,21,212,1,,1,339,339,295,,1945,330,15,2515179474,801,253,10004591,2019,Misgav Am,211
משהד,520,MESHHED,2,25,237,99,,2,8373,,,8373,,280,,2305873839,268,257,15002369,2019,Meshhed,
משואה,3605,MASSU'A,7,75,,75,,1,184,180,179,4,1970,310,6,2464966884,-251,712,10003299,2019,Massu'a,710
משואות יצחק,620,MASSU'OT YIZHAQ,6,61,611,34,,1,697,697,697,,1949,320,3,1706562348,60,631,10001821,2019,Massu'ot Yizhaq,
משכיות,3785,MASKIYYOT,7,75,,75,,1,310,310,310,,1986,370,,2476569159,-46,712,10003299,2019,Maskiyyot,710
משמר איילון,670,MISHMAR AYYALON,4,43,432,30,143,1,556,555,548,1,1949,310,1,1949564208,135,426,10002228,2019,Mishmar Ayyalon,
משמר דוד,563,MISHMAR DAWID,4,43,432,30,143,1,949,949,937,,1948,330,15,1906963671,149,426,10002241,2019,Mishmar Dawid,
משמר הירדן,732,MISHMAR HAYARDEN,2,21,213,55,,1,810,810,803,,1949,310,9,2563476779,231,253,10004540,2019,Mishmar HaYarden ,211
משמר הנגב,395,MISHMAR HANEGEV,6,62,621,41,341,1,1005,1005,981,,1946,330,15,1730858584,198,625,10001946,2019,Mishmar HaNegev,620
משמר העמק,130,MISHMAR HAEMEQ,2,23,234,13,,1,1271,1271,1197,,1926,330,15,2136372399,104,254,10004411,2019,Mishmar HaEmeq,213
משמר השבעה,729,MISHMAR HASHIV'A,4,43,432,40,133,1,1047,1047,1017,,1949,310,19,1834665744,28,425,10002207,2019,Mishmar HaShiv'a,
משמר השרון,194,MISHMAR HASHARON,4,41,411,16,141,1,618,618,593,,1933,330,15,1911269590,19,409,15000060,2019,Mishmar HaSharon,
משמרות,213,MISHMAROT,3,32,324,14,,1,1024,1023,1016,1,1933,330,15,1987671030,53,351,10004261,2019,Mishmarot,
משמרת,425,MISHMERET,4,41,411,18,141,1,1059,1058,1042,1,1946,310,1,1926668164,60,412,15000060,2019,Mishmeret,
משען,791,MASH'EN,6,61,614,36,,1,1063,1063,1028,,1950,310,1,1643761845,50,633,10001829,2019,Mash'en ,
מתן,1315,MATTAN,4,42,421,20,142,1,3617,3617,3590,,1995,190,,1977167392,66,417,15000658,2019,Mattan,
מתת,1184,MATTAT,2,24,244,52,,1,190,190,188,,1979,370,19,2337577178,805,255,10004484,2019,Mattat,212
מתתיהו,3648,MATTITYAHU,7,74,,73,,1,891,891,890,,1981,320,8,2032564853,265,711,10004054,2019,Mattityahu,710
נאות גולן,4551,NE'OT GOLAN,2,29,294,71,,1,632,623,583,9,1967,310,6,2651174368,311,219,10004579,2019,Ne'ot Golan ,211
נאות הכיכר,1124,NE'OT HAKIKKAR,6,62,624,51,,1,447,447,417,,1961,310,10,2360653810,-350,656,10001911,2019,Ne'ot HaKikkar,
נאות חובב,1770, ,6,62,623,99,,,,,,,,520,,1795156049,379,621,10001900,2019,,
נאות מרדכי,408,NE'OT MORDEKHAY,2,21,211,1,,1,620,619,578,1,1946,330,15,2560578503,75,253,10004591,2019,Ne'ot Mordekhay,211
נאות סמדר,1197,NE'OT SMADAR,6,62,627,53,,1,226,220,214,6,1982,330,15,2023144010,407,608,10001955,2019,Ne'ot Smadar,
נאעורה,524,NA'URA,2,23,233,8,,2,2323,1,,2322,,290,,2369972440,119,204,10004394,2019,Na'ura,213
נבטים,396,NEVATIM,6,62,623,41,342,1,996,996,979,,1946,310,1,1887957013,324,625,15003711,2019,Nevatim ,620
נגבה,315,NEGBA,6,61,611,35,,1,968,968,930,,1939,330,15,1699561890,84,632,10001813,2019,Negba,420
נגוהות,3724,NEGOHOT,7,77,,78,,1,352,352,352,,1999,370,,1984660013,673,715,15003512,2019,Negohot,
נהורה,309,NEHORA,6,61,612,50,,1,1182,1182,1163,,1956,350,,1721261462,97,634,10001813,2019,Nehora,
נהלל,80,NAHALAL,2,23,234,9,,1,930,927,887,3,1921,310,1,2187373287,85,254,10004411,2019,Nahalal,213
נהרייה,9100,NAHARIYYA,2,24,245,0,241,1,58096,56675,49687,1421,1934,150,,2094476809,24,210,10004302,2019,Nahariyya,
נוב,4304,NOV,2,29,294,71,,1,965,965,965,,1973,310,2,2735974881,408,219,10004579,2019,Nov,211
נוגה,55,NOGAH,6,61,612,50,,1,583,583,576,,1955,310,1,1710861476,108,634,10001813,2019,Nogah,
נווה,1366,NAVE,6,62,622,38,,1,1267,1267,1266,,2010,310,11,1364556377,100,651,10001893,2019,Nave,620
נווה אבות,926,NEWE AVOT,3,32,324,,,1,254,201,190,53,1948,340,,1971971015,51,353,10004261,2019,Newe Avot,
נווה אור,590,NEWE UR,2,23,231,7,,1,349,349,336,,1949,330,15,2522172166,-223,202,10004568,2019,Newe Ur,214
"נווה אטי""ב",4303,NEWE ATIV,2,29,291,71,,1,110,110,106,,1972,310,10,2695179642,975,219,10004579,2019,Newe Ativ,211
נווה אילן,405,NEWE ILAN,1,11,111,26,444,1,996,992,965,4,1946,320,15,2077663506,653,151,10002475,2019,Newe Ilan,
נווה אילן*,1702, ,1,11,111,26,444,,,,,,,520,,2088363482,681,151,10002475,2019,,
נווה איתן,296,NEWE ETAN,2,23,231,7,,1,311,310,277,1,1938,330,15,2502271092,-231,202,10004568,2019,Newe Etan,214
נווה דניאל,3725,NEWE DANIYYEL,7,76,,76,445,1,2322,2322,2321,,1982,190,2,2137162050,949,714,15000586,2019,Newe Daniyyel,
נווה זוהר,1057,NEWE ZOHAR,6,62,624,51,,1,55,40,40,15,1972,350,,2347556239,-371,656,10001911,2019,Newe Zohar,
נווה זיו,1314,NEWE ZIV,2,24,243,52,,1,951,951,915,,2000,370,19,2175277020,211,255,10004302,2019,Newe Ziv,212
נווה חריף,1279,NEWE HARIF,6,62,627,53,,1,114,114,109,,1987,330,15,2033343880,438,608,10001955,2019,Newe Harif,
נווה ים,312,NEWE YAM,3,32,321,15,223,1,232,232,229,,1939,330,15,1937773166,4,303,10004710,2019,Newe Yam,
נווה ימין,686,NEWE YAMIN,4,42,421,20,142,1,1154,1151,1106,3,1949,310,1,1945167535,37,417,10002133,2019,Newe Yamin,
נווה ירק,858,NEWE YARAQ,4,42,421,20,142,1,1348,1348,1323,,1951,310,1,1930367108,25,417,10002133,2019,Newe Yaraq,
נווה מבטח,827,NEWE MIVTAH,6,61,611,33,143,1,677,677,669,,1950,310,1,1755863485,61,616,10001821,2019,Newe Mivtah,420
נווה מיכאל,1071,NEWE MIKHA'EL,1,11,112,26,444,1,848,837,831,11,1958,310,7,2005862006,344,151,15000597,2019,Newe Mikha'el,
נווה צוף,3573,NEVE TSUF,7,74,,73,145,1,1485,1485,1484,,1977,370,11,2120965705,557,711,10004054,2019,Neve Tsuf,710
נווה שלום,1259,NEWE SHALOM,1,11,112,26,444,4,324,162,145,162,1983,350,,1980763615,274,151,15000597,2019,Newe Shalom,
נועם,15,NO'AM,6,61,612,34,,1,356,356,353,,1955,310,2,1800060849,161,631,10001813,2019,No'am,
נוף איילון,1333,NOF AYYALON,4,43,431,30,143,1,2128,2128,2126,,1994,190,,1990464177,197,426,10002277,2019,Nof Ayyalon,
נוף הגליל,1061,NOF HAGALIL,2,25,237,0,,4,41735,29756,23296,11979,1957,160,,2306073489,328,212,10004453,2019,Nof HaGalil,213
נופים,3790,NOFIM,7,73,,72,145,1,865,865,838,,1987,350,,2097667351,386,710,15004488,2019,Nofim,
נופית,1284,NOFIT,3,31,311,12,222,1,2688,2678,2646,10,1987,190,,2139474052,178,301,10004207,2019,Nofit,
נופך,257,NOFEKH,4,42,422,25,142,1,588,588,586,,1949,370,19,1926766117,60,424,10002116,2019,Nofekh,
נוקדים,3726,NOQEDIM,7,76,,76,445,1,2383,2383,2311,,1982,190,11,2231761702,571,714,15000586,2019,Noqedim,
נורדייה,447,NORDIYYA,4,41,411,18,141,1,1950,1950,1939,,1948,320,9,1904669131,50,412,15000060,2019,Nordiyya,
נורית,833,NURIT,2,23,232,8,,1,193,193,190,,1950,370,,2337271642,126,204,10004394,2019,Nurit,213
נחושה,59,NEHUSHA,1,11,112,26,444,1,1484,1484,1482,,1982,310,2,1955361503,413,151,15000597,2019,Nehusha,
"נחל יפתחאל מ""א 3",1883,,2,23,237,3,,,,,,,,530,,2291074310,,,,2019,,214
נחל עוז,844,NAHAL OZ,6,61,614,37,,1,422,422,413,,1951,330,15,1522759807,70,651,10001930,2019,Nahal Oz,620
"נחל תבור מ""א 8",1861,,2,23,233,8,,,,,,,,530,,2525072450,,,,2019,,213
נחלה,2045,NAHALA,6,61,611,35,,1,717,717,717,,1953,310,1,1806161848,123,632,10001813,2019,Nahala,420
נחליאל,3767,NAHALI'EL,7,74,,73,,1,725,725,725,,1984,370,8,2133465348,557,711,10004054,2019,Nahali'el,710
נחלים,449,NEHALIM,4,42,422,25,142,1,1788,1788,1787,,1948,310,2,1918666290,49,424,10002116,2019,Nehalim,
נחם,809,NAHAM,1,11,112,26,444,1,570,540,536,30,1950,310,2,2004063042,251,151,15000597,2019,Naham,
נחף,522,NAHEF,2,24,242,99,,2,13113,20,12,13093,,270,,2299875998,318,260,15002358,2019,Nahef,210
נחשולים,433,NAHSHOLIM,3,32,321,15,243,1,687,687,667,,1948,330,15,1928372439,5,303,10004333,2019,Nahsholim,
נחשון,777,NAHSHON,1,11,112,26,,1,589,584,569,5,1950,330,15,1959063762,174,151,15000597,2019,Nahshon,
נחשונים,705,NAHSHONIM,4,42,422,20,142,1,405,405,401,,1949,330,15,1953466312,88,417,10002168,2019,Nahshonim ,
נטועה,1147,NETU'A,2,24,244,52,,1,306,306,305,,1966,310,1,2305777439,652,255,10004484,2019,Netu'a,212
נטור,4014,NATUR,2,29,294,71,,1,713,713,703,,1980,310,,2708175106,418,219,10004579,2019,Natur,211
נטע,1369,NETA,6,61,612,50,,1,613,613,613,,2012,370,11,1930059846,426,634,10001813,2019,Neta,
נטעים,174,NETA'IM,4,44,442,27,143,1,636,636,630,,1932,310,1,1789265031,51,456,15002488,2019,Neta'im ,
נטף,1254,NATAF,1,11,111,26,444,1,448,448,428,,1982,370,19,2065063769,506,151,10002475,2019,Nataf,
ניין,523,NEIN,2,23,233,66,,2,1876,2,1,1874,,450,,2329972632,222,251,10004394,2019,Nein,213
"ניל""י",3655,NILI,7,74,,73,145,1,1786,1784,1737,2,1981,370,11,2046365225,323,711,10004054,2019,Nili,710
ניצן,351,NIZZAN,6,61,614,36,,1,2461,2461,2454,,1949,190,,1651762762,39,633,10001805,2019,Nizzan,
ניצן ב',1419,NIZZAN B,6,61,614,36,,1,498,498,494,,2007,350,,1656462723,37,633,10001805,2019,Nizzan B,
ניצנה (קהילת חינוך),1195,NIZZANA (QEHILAT HINUH),6,62,626,48,,1,318,194,119,124,1980,340,,1445953307,226,620,10001918,2019,Nizzana (Qehilat Hinuh),610
ניצני סיני,1280,NIZZANE SINAY,6,62,626,48,,1,286,286,259,,1986,310,1,1422953514,233,620,10001918,2019,Nizzane Sinay,610
ניצני עוז,851,NIZZANE OZ,4,41,412,18,141,1,1114,1114,1097,,1951,310,1,2005969026,43,412,10002155,2019,Nizzane Oz,
ניצנים,359,NIZZANIM,6,61,614,36,,1,421,421,413,,1943,330,6,1653962513,35,633,10001821,2019,Nizzanim,
ניר אליהו,808,NIR ELIYYAHU,4,42,421,20,141,1,554,551,547,3,1950,330,15,1953667822,61,417,10002133,2019,Nir Eliyyahu,
ניר בנים,553,NIR BANIM,6,61,611,33,143,1,726,726,726,,1954,310,1,1768262001,85,616,10001821,2019,Nir Banim,420
